EmployeeID,LastName,FirstName,PhoneNumber,StreetNumber_Address,StreetName_Address,City_Address,State_Address,ZipCode_Address,DateofHire,Supervisor,Sex,Race,Ethnicity,Age,Disability,Veteran
1166,Duffield,Tasia,5552804958,6300,NE Bush  St,Vancouver,Washington,97264,11/7/2015,"Thortan, Megan",Female,Black,NonHispanicLatino,30.03,No,No
1167,Bedoya,Mariella,5551599872,405,SW Martin St,Portland,Oregon,97251,11/7/2015,"Grant, Jamal",Female,White,NonHispanicLatino,36.93,No,No
1168,Chaney,Terrance,5554500878,1046,SW Skidmore Way,Portland,Oregon,97306,11/8/2015,"Lindsay, John",Male,White,NonHispanicLatino,35.1,No,No
1169,Brawn,Jessie,5552719675,8987,SW 22nd Ave,Portland,Oregon,97312,11/8/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,38.5,No,No
1170,Client,Kina,5558061344,9252,NW Tillikum St,Portland,Oregon,97275,11/8/2015,"Thortan, Megan",Female,White,NonHispanicLatino,33.16,No,No
1171,Sponsler,Alicia,5556203812,7026,W Clinton  Rd,Portland,Oregon,97236,11/8/2015,"Terrance, Megan",Female,Black,NonHispanicLatino,30.76,No,No
1172,Bissett,Lawanda,5553987472,6159,NE Adams  St,Vancouver,Washington,97227,11/8/2015,"Thortan, Megan",Female,White,NonHispanicLatino,31.84,No,No
1173,Luppino,Sylvester,5553842715,1587,SW Harvard Blvd,Portland,Oregon,97218,11/8/2015,"Lindsay, John",Male,White,NonHispanicLatino,35.54,No,No
1174,Manson,Michelle,5555203677,4919,N Harding  Blvd,Portland,Oregon,97281,11/9/2015,"Garcia, Lilia",Female,Asian,NonHispanicLatino,30.45,No,No
1175,Alvey,Sharron,5558203139,3966,NE Mississippi St,Portland,Oregon,97285,11/9/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,39.62,No,No
1176,Day,Christen,5557335880,3431,NW Truman Blvd,Portland,Oregon,97245,11/10/2015,"Grant, Jamal",Female,White,HispanicLatino,30.56,No,No
1177,Delucia,Belinda,5554561610,2812,NE 9th Ave,Portland,Oregon,97278,11/10/2015,"Terrance, Megan",Female,Black,HispanicLatino,34.24,No,No
1178,Waldorf,Josefina,5554283758,1647,SW Cesar Way,Vancouver,Washington,97231,11/10/2015,"Garcia, Lilia",Female,Asian,NonHispanicLatino,27.83,No,No
1179,Exley,Katharine,5554336034,7225,SE 1st Rd,Portland,Oregon,97274,11/10/2015,"Brock, Sarah",Female,White,NonHispanicLatino,36.46,No,No
1180,Docherty,Myong,5555129665,4608,NE Albina St,Portland,Oregon,97272,11/10/2015,"Ali, Hafsa",Female,Asian,HispanicLatino,36.5,No,No
1181,Thompson,Declan,5555835948,2712,SE California St,Portland,Oregon,97201,11/10/2015,"Lindsay, John",Male,Asian,NonHispanicLatino,31.17,No,No
1182,Page,Herman,5558947306,247,NE Harvard Way,Portland,Oregon,97255,11/10/2015,"Terrance, Megan",Male,Asian,HispanicLatino,31.1,No,No
1183,Horton,Peg,5557198947,1190,NE Shasta Blvd,Portland,Oregon,97233,11/10/2015,"Terrance, Megan",Female,Black,HispanicLatino,34.16,No,No
1184,Yu,Jasmin,5555955182,1450,SW 8th Ave,Portland,Oregon,97239,11/10/2015,"Brock, Sarah",Female,Black,HispanicLatino,30.12,No,No
1185,Elsen,Kory,5554096146,726,SE Liberty Blvd,Portland,Oregon,97293,11/10/2015,"Thortan, Megan",Male,Asian,NonHispanicLatino,36.55,No,No
1186,James,Breanne,5551179960,8281,NE Oberlin Way,Hillsboro,Oregon,97264,11/11/2015,"Garcia, Lilia",Female,Asian,NonHispanicLatino,30.79,No,No
1187,Bissette,Susana,5558564472,6528,SW Blue St,Hillsboro,Oregon,97217,11/11/2015,"Lindsay, John",Female,Asian,HispanicLatino,28.8,No,No
1188,Gatlin,Adolfo,5551410694,6321,SE Lanter Blvd,Hillsboro,Oregon,97290,11/11/2015,"Thortan, Megan",Male,Black,NonHispanicLatino,27.78,No,No
1189,Patel,Iliana,5553471803,1658,N Cleveland  Tr,Portland,Oregon,97281,11/11/2015,"Lindsay, John",Female,Black,HispanicLatino,36.34,No,No
1190,Mcintire,Luke,5556141292,7556,NE Salmon Blvd,Portland,Oregon,97274,11/13/2015,"Brock, Sarah",Male,Asian,HispanicLatino,34.13,No,No
1191,Freeman,Gladis,5555801595,2452,NW Riverview St,Portland,Oregon,97246,11/13/2015,"Garcia, Lilia",Female,Black,NonHispanicLatino,33.7,No,No
1192,Stoffel,Marshall,5552894722,8141,NE Freedom Blvd,Portland,Oregon,97264,11/13/2015,"Smith, Eleanor",Male,Black,NonHispanicLatino,32.96,No,No
1193,Phillips,Herb,5553046587,7896,SE Adams St,Portland,Oregon,97264,11/13/2015,"Smith, Eleanor",Male,White,HispanicLatino,36.5,No,No
1194,Baros,Lucretia,5553406242,6822,SE Carter  Way,Portland,Oregon,97278,11/14/2015,"Ali, Hafsa",Female,White,HispanicLatino,32.58,No,No
1195,Witherow,Armandina,5552284302,2350,SE Kenyon St,Portland,Oregon,97269,11/14/2015,"Smith, Eleanor",Female,Black,NonHispanicLatino,37.11,No,No
1196,Lara,Wilson,5552153838,8095,SE Riverview Blvd,Portland,Oregon,97263,11/14/2015,"Grant, Jamal",Male,White,NonHispanicLatino,37.83,No,No
1197,Gentry,Daniella,5554752882,930,W Hayes  Ct,Portland,Oregon,97302,11/14/2015,"Brock, Sarah",Female,Asian,HispanicLatino,31.21,No,No
1198,Petty,Connor,5554944883,2241,SW Liberty St,Portland,Oregon,97240,11/15/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,27.94,No,No
1199,Gonzalez,Patricia,5559844114,2017,SE Nantucket St,Hillsboro,Oregon,97262,11/15/2015,"Terrance, Megan",Female,Black,HispanicLatino,37.11,No,No
1200,Rethman,Alejandra,5554688326,2612,SW Couch St,Portland,Oregon,97257,11/15/2015,"Smith, Eleanor",Female,White,HispanicLatino,23.75,No,No
1201,Xu,Lizeth,5554033107,8267,SE Bachelor Way,Portland,Oregon,97294,11/15/2015,"Grant, Jamal",Female,Asian,HispanicLatino,28.77,No,No
1202,Ackerson,Bud,5552195420,2258,SW Green St,Portland,Oregon,97268,11/15/2015,"Brock, Sarah",Male,White,HispanicLatino,33,No,No
1203,Villani,Dung,5559117432,8704,W Filmore  Tr,Portland,Oregon,97207,11/15/2015,"Thortan, Megan",Female,Asian,NonHispanicLatino,38.15,No,No
1204,Bonham,Glen,5557447631,7249,SW 8th Ave,Portland,Oregon,97205,11/16/2015,"Terrance, Megan",Male,Black,NonHispanicLatino,37.02,No,No
1205,Regis,Akilah,5558193301,241,NW Chatanooga Way,Beaverton,Oregon,97251,11/16/2015,"Thortan, Megan",Female,White,HispanicLatino,30.29,Yes,Yes
1206,Wiggins,Ashton,5557370255,1750,SE California Way,Beaverton,Oregon,97295,11/16/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,32.56,No,No
1207,Lin,Olen,5553422997,7932,NW Brooklyn Way,Portland,Oregon,97250,11/16/2015,"Terrance, Megan",Male,White,NonHispanicLatino,35.52,No,No
1208,Caskey,Krystal,5551784181,8179,SE Tillikum Way,Portland,Oregon,97212,11/17/2015,"Grant, Jamal",Male,Black,HispanicLatino,34.22,No,No
1209,Manning,Zachary,5553976198,3315,NW Alberta St,Beaverton,Oregon,97299,11/17/2015,"Thortan, Megan",Male,Asian,HispanicLatino,36.09,No,No
1210,Morrison,Kirk,5556370939,3551,NE 22nd Ave,Beaverton,Oregon,97299,11/17/2015,"Thortan, Megan",Male,White,NonHispanicLatino,31.32,Yes,No
1211,McDaniel,Jeannetta,5555569522,1881,NE 2nd Way,Portland,Oregon,97300,11/17/2015,"Ali, Hafsa",Female,Asian,NonHispanicLatino,33.53,No,No
1212,Hamid,Jim,5554372466,4726,SW Indiana Blvd,Beaverton,Oregon,97218,11/17/2015,"Ali, Hafsa",Male,Black,NonHispanicLatino,36.82,Yes,No
1213,Goetz,Herminia,5558832728,477,SW Kenyon Blvd,Portland,Oregon,97222,11/17/2015,"Garcia, Lilia",Female,Black,HispanicLatino,31.53,No,No
1214,Scott,Dirk,5557973362,457,SW Alberta Blvd,Portland,Oregon,97259,11/19/2015,"Smith, Eleanor",Male,White,NonHispanicLatino,31.22,No,No
1215,Meyer,Paisely,5558676982,5980,NE Harding Way,Hillsboro,Oregon,97242,11/19/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,33.11,No,No
1216,Kiely,Alicia,5555808594,769,SE 2nd Ave,Portland,Oregon,97303,11/19/2015,"Thortan, Megan",Female,Asian,HispanicLatino,36.4,No,No
1217,Bourbon,Gerald,5557158829,2627,NW Green Way,Portland,Oregon,97209,11/19/2015,"Brock, Sarah",Male,White,NonHispanicLatino,34.34,Yes,Yes
1218,Pratico,Reinaldo,5552653645,3500,NW Hood St,Washougal,Washington,97250,11/21/2015,"Smith, Eleanor",Male,Black,NonHispanicLatino,39.37,No,No
1219,Rigney,Elmer,5554366170,3216,SE Green Blvd,Portland,Oregon,97246,11/21/2015,"Brock, Sarah",Male,Black,NonHispanicLatino,36.1,No,No
1220,Connon,Eddie,5552300268,4607,NW Parkside Blvd,Portland,Oregon,97215,11/23/2015,"Ali, Hafsa",Male,Black,NonHispanicLatino,38.24,No,No
1221,Sharp,Adam,5551996241,5643,NW Jackson St,Camas,Washington,97251,11/23/2015,"Lindsay, John",Male,White,NonHispanicLatino,37.56,No,No
1222,Maravilla,Derrick,5553142547,755,SW Water St,Portland,Oregon,97309,11/23/2015,"Brock, Sarah",Male,White,NonHispanicLatino,33.33,No,No
1223,Mcinerney,Phillip,5558874709,9363,SW Whitney Blvd,Portland,Oregon,97219,11/23/2015,"Ali, Hafsa",Male,White,HispanicLatino,35.83,No,No
1224,Cashion,Keagan,5554512481,8872,NW Nantucket Blvd,Vancouver,Washington,97313,11/24/2015,"Grant, Jamal",Male,Black,NonHispanicLatino,32.6,Yes,No
1225,Mackin,Jayden,5552907912,3449,NW Nantucket Blvd,Portland,Oregon,97307,11/24/2015,"Lindsay, John",Male,White,NonHispanicLatino,35.47,No,No
1226,Goodman,Shalanda,5554741923,4395,SW Couch Blvd,Beaverton,Oregon,97241,11/24/2015,"Terrance, Megan",Female,Asian,HispanicLatino,37.04,No,No
1227,Pettyjohn,Malcom,5551932235,5789,NW Nantucket Blvd,Vancouver,Washington,97293,11/24/2015,"Lindsay, John",Male,Asian,NonHispanicLatino,31.7,No,No
1228,Sykora,Charles,5556876017,8799,SE Nevada Blvd,Portland,Oregon,97313,11/26/2015,"Grant, Jamal",Male,White,NonHispanicLatino,37,No,No
1229,Cilley,Myrtie,5551761228,1721,W Reagan  Ct,Portland,Oregon,97262,11/26/2015,"Thortan, Megan",Female,Black,NonHispanicLatino,30.08,No,No
1230,Mcgonagle,Juan,5559884182,5604,SW Oberlin Blvd,Portland,Oregon,97287,11/26/2015,"Terrance, Megan",Male,Asian,NonHispanicLatino,39.6,No,No
1231,Weaver,Chadwick,5556909556,2017,SE Blue St,Portland,Oregon,97201,11/26/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,30.7,No,No
1232,Umland,Erin,5557353872,9289,NW Tillikum Blvd,Portland,Oregon,97259,11/26/2015,"Smith, Eleanor",Female,Black,NonHispanicLatino,30.87,No,No
1233,Riegel,Melvin,5552468690,5283,SE Albina Way,Camas,Washington,97241,11/26/2015,"Grant, Jamal",Male,White,NonHispanicLatino,32.45,No,No
1234,Sivils,Elna,5555267176,1182,NE Washington Way,Beaverton,Oregon,97233,11/27/2015,"Brock, Sarah",Female,Asian,HispanicLatino,35.29,No,No
1235,Pinkett,Wayne,5553930891,6235,NW Oberlin St,Vancouver,Washington,97285,11/27/2015,"Grant, Jamal",Male,White,NonHispanicLatino,34.84,No,No
1236,McCullough,Jacinta,5558448652,8898,NW Jefferson Way,Portland,Oregon,97297,11/27/2015,"Brock, Sarah",Female,Asian,NonHispanicLatino,37.97,No,No
1237,Kensey,Phoebe,5559125971,1202,NW Liberty Way,Portland,Oregon,97303,11/27/2015,"Lindsay, John",Female,Asian,NonHispanicLatino,34.03,No,No
1238,Arvie,Lakeesha,5554268540,6194,NE 1st Ave,Portland,Oregon,97313,11/27/2015,"Ali, Hafsa",Female,Black,HispanicLatino,32.33,No,No
1239,Levison,Joellen,5558959532,9045,SE Kentucky St,Portland,Oregon,97223,11/27/2015,"Lindsay, John",Female,Black,HispanicLatino,34.04,No,No
1240,Frederic,Geraldo,5554487412,7219,NE Mississippi Way,Portland,Oregon,97219,11/28/2015,"Brock, Sarah",Male,White,NonHispanicLatino,37.68,No,No
1241,Heim,Rosetta,5558077455,3594,SW Kenyon Blvd,Portland,Oregon,97227,11/28/2015,"Thortan, Megan",Female,White,NonHispanicLatino,36.8,No,No
1242,Loll,Fernanda,5557449876,8594,SE Liberty Blvd,Portland,Oregon,97260,11/29/2015,"Ali, Hafsa",Female,Black,HispanicLatino,41.54,No,No
1243,Olsen,Vern,5556418534,9302,SW 22nd St,Vancouver,Washington,97237,11/29/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,34.48,No,No
1244,Stoudamire,Joelle,5552540771,925,SE Nevada Way,Portland,Oregon,97250,11/29/2015,"Thortan, Megan",Female,Black,NonHispanicLatino,34.97,No,No
1245,Moxley,Nicholle,5557945069,5735,SW Brooklyn Blvd,Portland,Oregon,97231,11/29/2015,"Thortan, Megan",Female,Asian,HispanicLatino,33.83,No,Yes
1246,Aten,Lowell,5553056873,4075,SE Kentucky Blvd,Portland,Oregon,97255,11/29/2015,"Thortan, Megan",Male,Asian,HispanicLatino,35.34,No,No
1247,Crutchfield,Giuseppina,5553743552,5919,SE Blue Way,Portland,Oregon,97221,11/29/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,34.45,No,No
1248,Meisner,Lucio,5553261824,7549,SE Hood St,Portland,Oregon,97234,11/29/2015,"Ali, Hafsa",Male,Black,NonHispanicLatino,28.7,No,No
1249,Lopez,Lorenzo,5555127649,6262,NE Jackson Blvd,Portland,Oregon,97296,11/29/2015,"Grant, Jamal",Male,White,HispanicLatino,33.35,No,No
1250,Moberg,Jeffrey,5558958526,2635,NW Nantucket St,Portland,Oregon,97269,11/29/2015,"Ali, Hafsa",Male,Asian,NonHispanicLatino,34.58,No,No
1251,David,Eliza,5554229002,7967,NE Tillikum Way,Portland,Oregon,97298,11/29/2015,"Thortan, Megan",Female,White,NonHispanicLatino,34.52,No,No
1252,Pattee,Scotty,5554906709,4242,NE Lanter St,Portland,Oregon,97260,11/29/2015,"Thortan, Megan",Male,White,NonHispanicLatino,33.18,No,Yes
1253,Calhoun,Rafaela,5556610799,7093,NE Tillikum Way,Hillsboro,Oregon,97242,11/29/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,30.5,No,No
1254,Pastrana,David,5555405393,6900,NE Albina St,Beaverton,Oregon,97288,11/30/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,38.67,No,No
1255,Wallis,Maudie,5554992292,5486,NW Nantucket St,Hillsboro,Oregon,97266,11/30/2015,"Ali, Hafsa",Female,Asian,NonHispanicLatino,30.41,No,No
1256,Parikh,Alissa,5555027147,8107,NE 18th Tr,Vancouver,Washington,97273,12/1/2015,"Ali, Hafsa",Female,Black,HispanicLatino,29.96,No,No
1257,Black,Yahaira,5551707690,7806,SE Alberta St,Portland,Oregon,97211,12/1/2015,"Grant, Jamal",Female,Asian,HispanicLatino,35.95,No,No
1258,Burkhart,Delores,5553281866,2447,SW Water St,Portland,Oregon,97297,12/1/2015,"Thortan, Megan",Female,White,NonHispanicLatino,33.33,No,No
1259,Dillahunt,Marcellus,5559083172,9615,SW Oberlin Way,Portland,Oregon,97280,12/1/2015,"Brock, Sarah",Male,Black,HispanicLatino,29.93,No,No
1260,Layden,Sumiko,5556730972,726,SE Green St,Portland,Oregon,97296,12/5/2015,"Lindsay, John",Female,Black,NonHispanicLatino,32.49,No,No
1261,Bowlby,Mickey,5551484659,2045,NW 22nd Ave,Portland,Oregon,97279,12/5/2015,"Thortan, Megan",Male,Black,NonHispanicLatino,31.81,No,No
1262,Maney,Amy,5559234203,8456,SW Mississippi Way,Portland,Oregon,97289,12/5/2015,"Brock, Sarah",Female,Asian,NonHispanicLatino,32.74,No,No
1263,Linen,Leopoldo,5555746783,425,SW Nantucket St,Portland,Oregon,97218,12/5/2015,"Brock, Sarah",Male,White,NonHispanicLatino,33.48,No,No
1264,Ferebee,Patrice,5558418146,8562,NW Main Blvd,Portland,Oregon,97239,12/5/2015,"Grant, Jamal",Female,White,NonHispanicLatino,31.47,No,No
1265,Stamper,Aniya,5557418683,3912,SW Taylor  Way,Vancouver,Washington,97268,12/5/2015,"Grant, Jamal",Female,White,HispanicLatino,30.78,Yes,No
1266,Sanders,Keila,5557242951,5334,NW Truman Way,Portland,Oregon,97256,12/5/2015,"Grant, Jamal",Female,Asian,HispanicLatino,35.33,No,No
1267,Currence,Dreama,5552266614,8975,SW Liberty Blvd,Portland,Oregon,97312,12/5/2015,"Grant, Jamal",Female,Black,NonHispanicLatino,31.47,No,No
1268,Tejada,Armand,5557820081,2023,NE 2nd Ave,Beaverton,Oregon,97309,12/5/2015,"Smith, Eleanor",Male,Asian,HispanicLatino,33.03,No,No
1269,Blocher,Aleida,5559014790,4931,SE Mississippi St,Portland,Oregon,97286,12/5/2015,"Grant, Jamal",Female,White,NonHispanicLatino,34.53,No,No
1270,Jung,Jean,5551909950,6841,SW 1st Ave,Portland,Oregon,97214,12/6/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,32.1,No,No
1271,Doyle,Jinny,5554036083,6019,N Martin Way,Camas,Washington,97298,12/6/2015,"Garcia, Lilia",Female,Black,NonHispanicLatino,35.34,No,No
1272,Lowe,Doyle,5556916836,2991,NW California Blvd,Beaverton,Oregon,97226,12/7/2015,"Grant, Jamal",Male,White,NonHispanicLatino,39.16,Yes,No
1273,Speidel,Francis,5554721242,594,SE Sierra Way,Portland,Oregon,97260,12/7/2015,"Ali, Hafsa",Male,Asian,NonHispanicLatino,33.63,No,No
1274,Defeo,Keshia,5554945559,5632,SE Tillikum St,Hillsboro,Oregon,97311,12/7/2015,"Grant, Jamal",Female,White,NonHispanicLatino,29.5,No,No
1275,Kendrick,Ewa,5559595281,5838,SW Riverview St,Portland,Oregon,97213,12/7/2015,"Lindsay, John",Female,Asian,HispanicLatino,34.14,No,No
1276,Alicea,Juanita,5556310160,6175,NW Arthur  Way,Camas,Washington,97236,12/8/2015,"Brock, Sarah",Female,White,HispanicLatino,39.24,No,No
1277,Che,Lanny,5558473494,6601,NE Parkside St,Portland,Oregon,97215,12/8/2015,"Smith, Eleanor",Male,Asian,NonHispanicLatino,34.67,No,No
1278,Bradt,Heidy,5556547715,8136,NW Washington Way,Portland,Oregon,97269,12/8/2015,"Lindsay, John",Female,Asian,NonHispanicLatino,35.6,No,No
1279,Mckee,Simona,5556104578,9033,SW Richards Blvd,Portland,Oregon,97295,12/8/2015,"Lindsay, John",Female,Asian,HispanicLatino,37.76,No,No
1280,Pebley,Darnell,5556010929,7916,NE 7th Ave,Beaverton,Oregon,97246,12/8/2015,"Grant, Jamal",Male,White,NonHispanicLatino,38.17,No,No
1281,Sparacino,Tammy,5557208313,8924,SW Oberlin Blvd,Portland,Oregon,97217,12/8/2015,"Garcia, Lilia",Female,Asian,HispanicLatino,29.96,No,No
1282,Chester,Kiesha,5555633796,9790,SE Harding St,Portland,Oregon,97211,12/8/2015,"Lindsay, John",Female,White,HispanicLatino,33.45,No,No
1283,Page,Lillie,5552510481,5765,SE Sierra Blvd,Portland,Oregon,97255,12/8/2015,"Brock, Sarah",Female,White,NonHispanicLatino,28.43,No,No
1284,Tillman,Sean,5554161422,4656,SW Riverview Way,Portland,Oregon,97266,12/9/2015,"Brock, Sarah",Male,Black,HispanicLatino,36.43,No,No
1285,Lippincott,Danica,5556878953,8849,NE Vista Blvd,Portland,Oregon,97301,12/9/2015,"Grant, Jamal",Female,White,NonHispanicLatino,34.21,No,No
1286,Barberio,Wallace,5553857599,9503,SE Jackson St,Beaverton,Oregon,97254,12/9/2015,"Lindsay, John",Male,Black,HispanicLatino,33.93,No,No
1287,Fallin,David,5558737157,786,SE Lanter St,Portland,Oregon,97231,12/9/2015,"Smith, Eleanor",Male,Asian,HispanicLatino,30.38,No,No
1288,Weddington,Dennis,5559472796,6395,SW Nantucket Blvd,Vancouver,Washington,97295,12/11/2015,"Brock, Sarah",Male,White,NonHispanicLatino,29.5,No,No
1289,Segalla,Hildegarde,5552945587,9608,NE Parkside St,Portland,Oregon,97276,12/11/2015,"Brock, Sarah",Female,Black,HispanicLatino,28.56,No,No
1290,Auslander,Prince,5557244194,7591,NW 1st Ave,Portland,Oregon,97204,12/11/2015,"Thortan, Megan",Male,White,NonHispanicLatino,34.84,No,No
1291,Sickler,Maurice,5553074065,6020,SW Blue Blvd,Hillsboro,Oregon,97293,12/13/2015,"Thortan, Megan",Male,Asian,HispanicLatino,34.37,No,No
1292,Villarreal,Ardis,5554826046,6617,NW Lanter St,Portland,Oregon,97241,12/14/2015,"Brock, Sarah",Female,Asian,NonHispanicLatino,35.91,No,No
1293,Walke,Kory,5556482136,6364,SW Bachelor Way,Portland,Oregon,97210,12/14/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,35.62,No,No
1294,Buller,Cristi,5554028358,730,SE Nixon  Blvd,Vancouver,Washington,97224,12/14/2015,"Ali, Hafsa",Female,Asian,HispanicLatino,32.95,No,No
1295,Bradshaw,Lincoln,5559453355,6554,SW Bachelor St,Portland,Oregon,97240,12/16/2015,"Grant, Jamal",Male,White,HispanicLatino,35.35,No,No
1296,Herrera,Winston,5555192917,3636,NE Main Way,Portland,Oregon,97252,12/16/2015,"Smith, Eleanor",Male,Asian,NonHispanicLatino,29.11,No,No
1297,Thon,Matthew,5555604813,9736,SW Adams St,Portland,Oregon,97201,12/16/2015,"Brock, Sarah",Male,White,NonHispanicLatino,33.95,No,No
1298,Nestle,Bobbi,5552081241,2589,NW Oberlin St,Portland,Oregon,97278,12/16/2015,"Grant, Jamal",Female,White,HispanicLatino,32.37,No,No
1299,Osornio,Aurea,5554798405,2102,NW Brooklyn Blvd,Gresham,Oregon,97223,12/16/2015,"Lindsay, John",Female,Asian,HispanicLatino,35.81,No,No
1300,Heinlein,Season,5554574613,3506,NW Nebraska Way,Hillsboro,Oregon,97307,12/16/2015,"Ali, Hafsa",Female,Asian,NonHispanicLatino,25.57,Yes,No
1301,Mattie,Claud,5557160718,7707,SE Salmon Way,Portland,Oregon,97228,12/16/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,36.78,No,No
1302,Depaoli,Cammy,5557237612,818,SE Queens Way,Portland,Oregon,97201,12/16/2015,"Terrance, Megan",Female,Asian,NonHispanicLatino,33.67,No,No
1303,Campana,Dwain,5554531312,7437,NE Brooklyn Blvd,Portland,Oregon,97232,12/17/2015,"Terrance, Megan",Male,Asian,NonHispanicLatino,29.98,No,No
1304,Burris,Mandy,5552913026,6055,SE Martin Way,Vancouver,Washington,97260,12/17/2015,"Thortan, Megan",Female,White,NonHispanicLatino,40.79,No,No
1305,Mcgahan,Luther,5551507389,1172,SE Chatanooga Blvd,Portland,Oregon,97266,12/17/2015,"Thortan, Megan",Male,Black,NonHispanicLatino,28.47,No,No
1306,Hernandez,Kaylyn,5555257806,5050,SW Blue Blvd,Portland,Oregon,97309,12/17/2015,"Grant, Jamal",Male,Black,HispanicLatino,32.64,No,No
1307,Trout,Dora,5558365878,6873,NW Parkside Blvd,Portland,Oregon,97227,12/17/2015,"Grant, Jamal",Female,White,HispanicLatino,33.66,No,No
1308,Cargill,Bobbie,5552836271,5735,SE 9th Ave,Portland,Oregon,97281,12/17/2015,"Grant, Jamal",Male,Asian,HispanicLatino,33.92,No,No
1309,Whittaker,Lou,5557094947,1915,NE 7th Ave,Portland,Oregon,97204,12/18/2015,"Brock, Sarah",Male,Asian,HispanicLatino,37.93,No,No
1310,Torres,Dante,5554446358,6222,NW 2nd Blvd,Vancouver,Washington,97248,12/18/2015,"Ali, Hafsa",Male,Black,NonHispanicLatino,28.21,No,No
1311,Strahl,Chelsie,5559295561,471,SW Brooklyn Way,Portland,Oregon,97241,12/19/2015,"Ali, Hafsa",Female,Asian,NonHispanicLatino,30.15,No,No
1312,Garney,Danielle,5557368924,2036,SW Albina Way,Portland,Oregon,97255,12/19/2015,"Thortan, Megan",Female,Asian,HispanicLatino,35.27,No,No
1313,Keele,Darrell,5556020210,4439,NW Couch Way,Boring,Oregon,97265,12/19/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,33.89,No,No
1314,Eatmon,Janeen,5552907642,7809,W Bush  Ave,Vancouver,Washington,97288,12/19/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,30.75,No,No
1315,Lok,Cammie,5559122960,8531,NW Bleeker Way,Portland,Oregon,97286,12/20/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,32.33,No,No
1316,Mcginley,Lon,5554100932,2011,E 2nd Dr,Portland,Oregon,97231,12/20/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,33.04,Yes,No
1317,Dunkle,Gerry,5556210668,3834,NW California Way,Portland,Oregon,97228,12/20/2015,"Ali, Hafsa",Male,Asian,NonHispanicLatino,33.18,No,No
1318,Chmura,France,5557723341,6750,NW Albina St,Portland,Oregon,97209,12/20/2015,"Garcia, Lilia",Female,Asian,NonHispanicLatino,30.02,No,No
1319,Carrigan,Greg,5557284791,698,W Riverview Tr,Sandy,Oregon,97202,12/21/2015,"Lindsay, John",Male,Asian,HispanicLatino,28.16,No,No
1320,Sartain,Belen,5555524788,7351,NW Hood St,Milwaukie,Oregon,97312,12/21/2015,"Thortan, Megan",Female,White,HispanicLatino,30.65,No,No
1321,Pettry,Julianne,5557348844,1552,NW Bachelor St,Portland,Oregon,97277,12/21/2015,"Brock, Sarah",Female,Black,NonHispanicLatino,36.18,No,No
1322,Thaler,Justa,5551090067,5892,SE Hood Blvd,Portland,Oregon,97221,12/21/2015,"Thortan, Megan",Female,Asian,HispanicLatino,32.2,No,No
1323,Perrigo,Nyla,5553733349,6223,NW Chatanooga Blvd,Portland,Oregon,97242,12/22/2015,"Terrance, Megan",Female,White,HispanicLatino,35.51,No,No
1324,Dragoo,Gretchen,5557754671,1145,NW Bachelor Way,Portland,Oregon,97240,12/22/2015,"Terrance, Megan",Female,Black,HispanicLatino,28.86,No,No
1325,Horvat,Ward,5552304890,1576,E Jackson Ave,Portland,Oregon,97262,12/22/2015,"Thortan, Megan",Male,Black,NonHispanicLatino,33.58,No,No
1326,Mims,Lourdes,5557550893,9326,NW Parkside St,Portland,Oregon,97287,12/22/2015,"Grant, Jamal",Female,Asian,HispanicLatino,31.13,No,No
1327,Strachan,Elaine,5558110235,417,SE Lanter St,Portland,Oregon,97230,12/22/2015,"Smith, Eleanor",Female,Black,NonHispanicLatino,32.11,No,No
1328,Chavira,Toshia,5558806896,3440,SE Washington Blvd,Portland,Oregon,97211,12/24/2015,"Ali, Hafsa",Female,White,NonHispanicLatino,36.12,No,No
1329,Bosak,Neeraj,5552636896,1626,N Vista Way,Portland,Oregon,97260,12/24/2015,"Grant, Jamal",Male,White,NonHispanicLatino,32.44,No,No
1330,Leedom,Raymundo,5555047150,5697,NW 1st St,Vancouver,Washington,97285,12/24/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,31.14,Yes,No
1331,Malek,Rex,5559050965,4230,NE Jefferson Blvd,Portland,Oregon,97244,12/24/2015,"Thortan, Megan",Male,White,NonHispanicLatino,35.33,No,No
1332,Kilbane,Angel,5558208551,6748,NW Liberty St,Government Camp,Oregon,97224,12/25/2015,"Grant, Jamal",Male,Asian,NonHispanicLatino,34.75,No,No
